original_id,entity_group_id,entity_category,entity_subgroup_id,confidence,candidates,ID,Entity Group ID,Entity Subgroup ID,Entity Category,Name,IDSOS Name,status
,,,,,,692,Firm,Builder,Builder/Developer,Boise Hunter Homes LLC,BOISE HUNTER HOMES LLC,1.0
,,,,,,694,Firm,Developer,,"Boise Valley Properties, L.L.C.","BOISE VALLEY PROPERTIES, L.L.C.",1.0
,,,,,,695,Firm,Builder,Builder,INACTIVE - Boulder Creek Homes Inc.,Boulder Creek Homes Inc.,0.0
,,,,,,698,Firm,Builder,Developer,Brentwood Glen Development,BRENTWOOD GLEN DEVELOPMENT,1.0
,,,,,,699,Firm,Developer,,"INACTIVE - Brentwood Glen Development, Inc.","Brentwood Glen Development, Inc.",0.0
,,,,,,700,Firm,Developer,,INACTIVE - Brentwood Glen LLC,Brentwood Glen LLC,0.0
,,,,,,704,Firm,Builder,,INACTIVE - Brighton Homes LLC,Brighton Homes LLC,0.0
,,,,,,707,Firm,"Builder, Developer",,"Bruno Development and Construction, Inc.","BRUNO DEVELOPMENT AND CONSTRUCTION, INC.",1.0
,,,,,,713,Firm,"Builder, Developer",Developer,"Burns Development, LLC","BURNS DEVELOPMENT, LLC",1.0
,,,,,,722,Firm,Builder,,INACTIVE - Cambridge Construction LLC,Cambridge Construction LLC,0.0
,,,,,,727,Firm,Developer,RE - Residential,"INACTIVE - Capital Group, Inc.","Capital Group, Inc.",0.0
,,,,,,729,Firm,Builder,,"INACTIVE - Carol's Design House, Inc.","Carol's Design House, Inc.",0.0
,,,,,,733,Firm,Builder,,"INACTIVE - CH Pro, LLC","CH Pro, LLC",0.0
,,,,,,744,Firm,Builder,Developer,Clyde Development Incorporated,CLYDE DEVELOPMENT INCORPORATED,1.0
,,,,,,745,Firm,Developer,,"INACTIVE - CMH Development, LLC","CMH Development, LLC",0.0
,,,,,,747,Firm,Builder,Builder,"INACTIVE - Coats Construction, LLC","Coats Construction, LLC",0.0
,,,,,,748,Firm,Builder,,"INACTIVE - Colony Homes, LLC","Colony Homes, LLC",0.0
,,,,,,754,Firm,Builder,,INACTIVE - Cornerstone Builders LLC,Cornerstone Builders LLC,0.0
,,,,,,755,Firm,Builder,,"INACTIVE - Cornerstone Builders, Inc.","Cornerstone Builders, Inc.",0.0
,,,,,,761,Firm,Builder,,INACTIVE - Coventry Homes LLC,Coventry Homes LLC,0.0
,,,,,,764,Firm,Builder,,INACTIVE - Creekside Custom Homes LLC,Creekside Custom Homes LLC,0.0
,,,,,,766,Firm,Builder,,"INACTIVE - C & S Homes, Inc.","C & S Homes, Inc.",0.0
,,,,,,769,Firm,Builder,,"INACTIVE - D & D Builders, LLC","D & D Builders, LLC",0.0
,,,,,,773,Firm,Builder,Developer,"DAS Investments, LLC","DAS INVESTMENTS, LLC",1.0
,,,,,,775,Firm,Builder,Builder,"INACTIVE - Dave Evans Construction, Inc.","Dave Evans Construction, Inc.",0.0
,,,,,,780,Firm,Builder,,INACTIVE - DD Building Co LLC,O'Dwyer Signature Homes LLC,0.0
,,,,,,800,Firm,Builder,,INACTIVE - Evans Building Company LLC,Evans Building Company LLC,0.0
,,,,,,802,Firm,Builder,,"INACTIVE - F & R Homes, LLC","F & R Homes, LLC",0.0
,,,,,,803,Firm,Builder,,INACTIVE - Feekes Homes Incorporated,Feekes Homes Incorporated,0.0
,,,,,,808,Firm,Developer,,"Flynner Properties, LLC","FLYNNER PROPERTIES, LLC",1.0
,,,,,,816,Firm,Builder,,"INACTIVE - Gallery Homes, Inc.","Gallery Homes, Inc.",0.0
,,,,,,821,Firm,Builder,,"INACTIVE - Geis Homes, LLC","Geis Homes, LLC",0.0
,,,,,,839,Firm,Builder,Builder,"INACTIVE - Harris Homes, Inc.","Harris Homes, Inc.",0.0
,,,,,,842,Firm,"Builder, Developer",,"Hauder Building Company, LLC","HAUDER BUILDING COMPANY, LLC",1.0
,,,,,,845,Firm,Builder,,INACTIVE - Heinz Built Homes,Heinz Built Homes,0.0
,,,,,,847,Firm,Developer,Builder/Developer,"Heinz Development, Inc.","HEINZ DEVELOPMENT, INC.",1.0
,,,,,,852,Firm,Builder,,"INACTIVE - Highland Homes, Inc.","Highland Homes, Inc.",0.0
,,,,,,856,Firm,Builder,Builder,"INACTIVE - Home Builders, Inc.","Home Builders, Inc.",0.0
,,,,,,861,Firm,Builder,Builder/Developer,"Ideal Custom Homes, Inc.","IDEAL CUSTOM HOMES, INC.",1.0
,,,,,,873,Firm,Builder,Builder,"INACTIVE - Iron Mountain Construction, Inc.","Iron Mountain Construction, Inc.",0.0
,,,,,,875,Firm,Developer,,J & J Investments,J & J INVESTMENTS,1.0
,,,,,,876,Firm,Developer,,"INACTIVE - J & J Investments, Inc.","J & J Investments, Inc.",0.0
,,,,,,877,Firm,Builder,Builder,INACTIVE - J & L Development LTD.,J & L Development LTD.,0.0
,,,,,,878,Firm,Developer,,"J and L Development, LTD.","J AND L DEVELOPMENT, LTD.",1.0
,,,,,,882,Firm,Builder,,"INACTIVE - Jared Enterprises, Inc.","Jared Enterprises, Inc.",0.0
,,,,,,883,Firm,Builder,Builder/Developer,"INACTIVE - Jayo Construction, LLC","Jayo Construction, LLC",0.0
,,,,,,886,Firm,"Builder, Developer",,"Jenkins & Peterson Builders, LLC","JENKINS & PETERSON BUILDERS, LLC",1.0
,,,,,,894,Firm,Builder,,INACTIVE - Jordan Homes,Jordan Homes,0.0
,,,,,,897,Firm,Builder,Builder,INACTIVE - Kelly Perryman LLC,Kelly Perryman LLC,0.0
,,,,,,899,Firm,Builder,Builder,"INACTIVE - Kevin Howell Construction, LLC","Kevin Howell Construction, LLC",0.0
,,,,,,902,Firm,"Developer, Builder",,Kinzler Builders & Developement,KINZLER BUILDERS & DEVELOPEMENT,1.0
,,,,,,903,Firm,Builder,Builder/Developer,"Kinzler Builders & Development, Inc.","KINZLER BUILDERS & DEVELOPMENT, INC.",1.0
,,,,,,910,Firm,Builder,,INACTIVE - L&L Schaffer Homes,L&L Schaffer Homes,0.0
,,,,,,915,Firm,Builder,Builder,"INACTIVE - Legacy Builders, Inc.","Legacy Builders, Inc.",0.0
,,,,,,916,Firm,Builder,,"INACTIVE - Legacy Development, Inc.","Legacy Development, Inc.",0.0
,,,,,,921,Firm,Builder,,"INACTIVE - Lighthouse Homes and Construction, Inc.","Lighthouse Homes and Construction, Inc.",0.0
,,,,,,927,Firm,Builder,Builder/Developer,Marcum Homes LLC,MARCUM HOMES LLC,1.0
,,,,,,928,Firm,Builder,,INACTIVE - MCC LLC,MCC LLC,0.0
,,,,,,929,Firm,Builder,,"INACTIVE - McCarter-Moorhouse Company, Inc.","McCarter-Moorhouse Company, Inc.",0.0
,,,,,,931,Firm,Builder,,"INACTIVE - McCown McCown, Inc.","McCown McCown, LLC",0.0
,,,,,,932,Firm,Builder,,"INACTIVE - McCown McCown, LLC","McCown McCown, LLC",0.0
,,,,,,942,Firm,Developer,Developer,Mirror Enterprises LLC,MIRROR ENTERPRISES LLC,1.0
,,,,,,944,Firm,Builder,,INACTIVE - Modern Vision Homes LLC,Modern Vision Homes LLC,0.0
,,,,,,947,Firm,Developer,Developer,"INACTIVE - Monadnock Enterprises, Inc.","Monadnock Enterprises, Inc.",0.0
,,,,,,950,Firm,Builder,,INACTIVE - Morgan Creek Homes Inc.,Morgan Creek Homes Inc.,0.0
,,,,,,966,Firm,Builder,,INACTIVE - Olson & Sons Excavation & Landscaping LLC,Olson & Sons Excavation & Landscaping LLC,0.0
,,,,,,968,Firm,Builder,,"INACTIVE - Ottesen Construction, LLC","Ottesen Construction, LLC",0.0
,,,,,,974,Firm,"Builder, Developer",,"INACTIVE - Paragon Homes & Development, Inc.","Paragon Homes & Development, Inc.",0.0
,,,,,,977,Firm,Builder,Builder,"INACTIVE - Paragon Homes, Inc.","Paragon Homes, Inc.",0.0
,,,,,,986,Firm,Builder,Builder,"INACTIVE - Perryman Construction, LLC","Perryman Construction, LLC",0.0
,,,,,,997,Firm,Builder,Builder,"INACTIVE - R & R Homes, LLC.","R & R Homes, LLC.",0.0
,,,,,,1002,Firm,Builder,Builder,INACTIVE - Randy Hemmer Construction Inc.,Randy Hemmer Construction Inc.,0.0
,,,,,,1004,Firm,Developer,,"Randy Hemmer Holding Company, LLC","RANDY HEMMER HOLDING COMPANY, LLC",1.0
,,,,,,1007,Firm,"Builder, Developer",,"Red Oak Development, LLC","RED OAK DEVELOPMENT, LLC",1.0
,,,,,,1010,Firm,Builder,,INACTIVE - Retro Group Inc.,Retro Group Inc.,0.0
,,,,,,1017,Firm,Developer,Builder,Riverside Homes LLC.,RIVERSIDE HOMES LLC.,1.0
,,,,,,1020,Firm,Builder,,"INACTIVE - Rocky Ridge Construction, Inc.","Rocky Ridge Construction, Inc.",0.0
,,,,,,1023,Firm,Builder,Builder,"INACTIVE - Ron Smith Construction, LLC","Ron Smith Construction, LLC",0.0
,,,,,,1024,Firm,"Builder, Developer",,"Roth Construction, Inc.","ROTH CONSTRUCTION, INC.",1.0
,,,,,,1029,Firm,Builder,,"INACTIVE - Ryan Construction Company, Ltd.","Ryan Construction Company, Ltd.",0.0
,,,,,,1042,Firm,Builder,Builder,"INACTIVE - Shervik Builders, Inc.","Shervik Builders, Inc.",0.0
,,,,,,1044,Firm,Builder,,"INACTIVE - Shield Preventative Maintenance, Inc.","Shield Preventative Maintenance, Inc.",0.0
,,,,,,1047,Firm,Builder,Builder,INACTIVE - Skyline Construction LLC,Skyline Construction LLC,0.0
,,,,,,1060,Firm,Builder,Developer,Sunrise Development LLC,SUNRISE DEVELOPMENT LLC,1.0
,,,,,,1062,Firm,Builder,Builder,INACTIVE - Sunset Homes,Sunset Homes,0.0
,,,,,,1065,Firm,"Builder, Developer",Builder,Syringa Construction LLC,SYRINGA CONSTRUCTION LLC,1.0
,,,,,,1074,Firm,Builder,,"INACTIVE - Tamarack Construction, LLC","Tamarack Construction, LLC",0.0
,,,,,,1085,Firm,Builder,,"INACTIVE - Touchmark Development And Construction Company, LLC","Touchmark Development And Construction Company, LLC",0.0
,,,,,,1086,Firm,Builder,,INACTIVE - Tradewinds Building Company,Tradewinds Building Company,0.0
,,,,,,1089,Firm,Builder,,"INACTIVE - Traditions by Amyx, LLP (The)","Traditions by Amyx, LLP (The)",0.0
,,,,,,1101,Firm,Builder,Developer,"VP Development, LLC","VP DEVELOPMENT, LLC",1.0
,,,,,,1109,Firm,"Builder, Developer",,West Highlands Coleman Homes LLC,WEST HIGHLANDS COLEMAN HOMES LLC,1.0
,,,,,,1111,Firm,Developer,,West Highlands LLC,WEST HIGHLANDS LLC,1.0
,,,,,,1112,Firm,Builder,,INACTIVE - Westminster Homes,Westminster Homes,0.0
,,,,,,1117,Firm,Builder,,"INACTIVE - Wild River Construction, LLC","Wild River Construction, LLC",0.0
,,,,,,1118,Firm,Builder,,"INACTIVE - Wild River Construction, LP","Wild River Construction, LP",0.0
,,,,,,1123,Firm,Builder,Construction,"INACTIVE - Wright Brothers, The Building Company","Wright Brothers, The Building Company",0.0
,,,,,,1125,Firm,Builder,Builder,INACTIVE - Young American Homes,Young American Homes,0.0
,,,,,,1128,Firm,Developer,Builder,"Zach Evans Construction, Inc.","ZACH EVANS CONSTRUCTION, INC.",1.0
,,,,,,1129,Firm,"Developer, Builder",,INACTIVE - Zach Evans Development LLC,Zach Evans Development LLC,0.0
,,,,,,1131,Firm,"Builder, Developer",,BHH LLC,BHH LLC,1.0
,,,,,,1155,Firm,Builder,,"INACTIVE - Skyline Quality Construction, LLC","Skyline Quality Construction, LLC",0.0
,,,,,,1156,Firm,Builder,,INACTIVE - French Custom Homes Inc,French Custom Homes Inc,0.0
,,,,,,1160,Firm,Builder,,"INACTIVE - ESI Associates, Inc.","ESI Associates, Inc.",0.0
,,,,,,1179,Firm,Builder,Builder/Developer,"Jayo Construction, Inc.","JAYO CONSTRUCTION, INC.",1.0
,,,,,,1195,Firm,Builder,,"INACTIVE - Mountain View Construction & Roofing, Inc.",Blue Goat Roofing Inc.,0.0
,,,,,,1230,Firm,Builder,Builder/Developer,"Valley Oak Construction, Inc.","VALLEY OAK CONSTRUCTION, INC.",1.0
,,,,,,1234,Firm,"Builder, Developer",,Wolf Building Company LLC,WOLF BUILDING COMPANY LLC,1.0
,,,,,,1245,Firm,Developer,,"Pride, LLC","PRIDE, L.L.C.",1.0
,,,,,,1249,Firm,"Builder, Developer",Construction,"Radix Construction, Inc.","RADIX CONSTRUCTION, INC.",1.0
,,,,,,1255,Firm,Builder,,INACTIVE - Sorensen Construction Inc.,Sorensen Construction Inc.,0.0
,,,,,,1258,Firm,Builder,Developer,Russell Corporation (The),RUSSELL CORPORATION (THE),1.0
,,,,,,1263,Firm,Developer,,"Gramercy, LLC","GRAMERCY, LLC",1.0
,,,,,,1275,Firm,Builder,,INACTIVE - Corstone Contractors LLC,Corstone Contractors LLC,0.0
,,,,,,1293,Firm,Builder,Builder/Developer,Guho Corp.,Guho Corp.,1.0
,,,,,,1317,Firm,Builder,Developer,Silver Lining LLC,SILVER LINING LLC,1.0
,,,,,,1319,Firm,Builder,Developer,Sundance Company (The),Sundance Company (The),1.0
,,,,,,1341,Firm,Builder,Developer,Kreizenbeck Constructors,"KREIZENBECK, LLC",1.0
,,,,,,1351,Firm,Builder,Builder/Developer,Mark Guho Construction Company,MARK GUHO CONSTRUCTION COMPANY,1.0
,,,,,,1353,Firm,Builder,,"INACTIVE - TBL Construction, LLC","TBL Construction, LLC",0.0
,,,,,,1355,Firm,Builder,,"INACTIVE - Owyhee Enterprises, Inc.","Owyhee Enterprises, Inc.",0.0
,,,,,,1366,Firm,Builder,,INACTIVE - Legacy Homes of Idaho LLC,Legacy Homes of Idaho LLC,0.0
,,,,,,1662,Firm,Developer,,"T R Company, L.L.C.","T R COMPANY, L.L.C.",1.0
,,,,,,1663,Firm,Developer,,"Saddlebrook Development, Inc.","SADDLEBROOK DEVELOPMENT, INC.",1.0
,,,,,,1664,Firm,Developer,,"INACTIVE - Campbell Contractors, Inc.","Campbell Contractors, Inc.",0.0
,,,,,,1666,Firm,Developer,,Terahcorp Inc.,TERAHCORP INC.,1.0
,,,,,,1671,Firm,Developer,,"INACTIVE - 4A, LLC","4A, LLC",0.0
,,,,,,1672,Firm,Developer,,INACTIVE - Rocky III LLC,Rocky III LLC,0.0
,,,,,,1673,Firm,Developer,,Courly Development LLC,COURLY DEVELOPMENT LLC,1.0
,,,,,,1674,Firm,Developer,,Rock Creek Pines LLC,ROCK CREEK PINES LLC,1.0
,,,,,,1675,Firm,Developer,,"INACTIVE - Charter Pointe Apartments, LLC","Charter Pointe Apartments, LLC",0.0
,,,,,,1676,Firm,Developer,,"INACTIVE - Orchards at Fairview, LLC (The)","The Orchards at Fairview, LLC",0.0
,,,,,,1677,Firm,Developer,,"INACTIVE - Sparrowhawk, LLC","Sparrowhawk, LLC",0.0
,,,,,,1678,Firm,Developer,,"INACTIVE - Anderson/Lockwood Foundation, L.L.C.","Anderson/Lockwood Foundation, L.L.C.",0.0
,,,,,,1679,Firm,Developer,,Hillview Development Corporation,HILLVIEW DEVELOPMENT CORPORATION,1.0
,,,,,,1680,Firm,Developer,,"LP Lakes, LLC","LP LAKES, LLC",1.0
,,,,,,1681,Firm,Developer,,Kimball Properties Limited Partnership,KIMBALL PROPERTIES LIMITED PARTNERSHIP,1.0
,,,,,,1682,Firm,Developer,,"INACTIVE - Promontory Ridge, LLC","Promontory Ridge, LLC",0.0
,,,,,,1683,Firm,Developer,,"INACTIVE - Brighton Commercial, Inc.","Brighton Commercial, Inc.",0.0
,,,,,,1684,Firm,Developer,,"INACTIVE - Discovery Partners, Inc.","Discovery Partners, Inc.",0.0
,,,,,,1685,Firm,Developer,,Sagewood Development Corporation,SAGEWOOD DEVELOPMENT CORPORATION,1.0
,,,,,,1686,Firm,Developer,Developer,"Ancelle Development, Inc.","ANCELLE DEVELOPMENT, INC.",1.0
,,,,,,1687,Firm,Developer,,"Cityside Lofts, LLC","CITYSIDE LOFTS, LLC",1.0
,,,,,,1688,Firm,Developer,,"INACTIVE - Strada Bellissima, L.L.C.","Strada Bellissima, L.L.C.",0.0
,,,,,,1689,Firm,Developer,,"Cartwright Ranch, LLC","CARTWRIGHT RANCH, LLC",1.0
,,,,,,1690,Firm,Developer,,Archer Farm Properties LLC,ARCHER FARM PROPERTIES LLC,1.0
,,,,,,1692,Firm,Developer,,"Fenwick Developments, L.L.C.","FENWICK DEVELOPMENTS, L.L.C.",1.0
,,,,,,1694,Firm,Developer,Other - Concrete,Knife River,KNIFE RIVER,1.0
,,,,,,1695,Firm,Developer,Developer,Sienna Hills Development Corporation,Sienna Hills Development Corporation,1.0
,,,,,,1696,Firm,Developer,,INACTIVE - Kastera Pavilion Commons LLC,Kastera Pavilion Commons LLC,0.0
,,,,,,1697,Firm,Developer,,"L & K Development, Inc.","L & K DEVELOPMENT, INC.",1.0
,,,,,,1698,Firm,Developer,,"Another Victory, LLC","ANOTHER VICTORY, LLC",1.0
,,,,,,1699,Firm,Developer,,"INACTIVE - Pinewood Lakes, LLC","Pinewood Lakes, LLC",0.0
,,,,,,1701,Firm,Developer,,"INACTIVE - 2070, LLC","2070, LLC",0.0
,,,,,,1702,Firm,Developer,,"INACTIVE - Brownstone II Development, LLC","Brownstone II Development, LLC",0.0
,,,,,,1703,Firm,Developer,Developer,"INACTIVE - Properties West, Inc.","Properties West, Inc.",0.0
,,,,,,1704,Firm,Builder,Construction,INACTIVE - Andersen Construction Company,Andersen Construction Company,0.0
,,,,,,1706,Firm,Developer,,"Champion Addition, Inc.","CHAMPION ADDITION, INC.",1.0
,,,,,,1708,Firm,Contractor,,INACTIVE - Executive Plumbing LLC,Executive Plumbing LLC,0.0
,,,,,,1710,Firm,Builder,Developer,RMH Company,RMH COMPANY,1.0
,,,,,,1712,Firm,Developer,,"INACTIVE - Arrow Villa, L.L.C.","Arrow Villa, L.L.C.",0.0
,,,,,,1715,Firm,Developer,,"INACTIVE - Bridgewalk, LLC","Bridgewalk, LLC",0.0
,,,,,,1716,Firm,Developer,,INACTIVE - El Gato Development LLC,El Gato Development LLC,0.0
,,,,,,1717,Firm,Developer,,"INACTIVE - Dry Creek Developers, Inc.","Dry Creek Developers, Inc.",0.0
,,,,,,1718,Firm,Developer,,"BLD, Inc.","BLD, INC.",1.0
,,,,,,1719,Firm,Developer,,"INACTIVE - Corinthian Communities, Inc.","Corinthian Communities, Inc.",0.0
,,,,,,1720,Firm,Developer,,Woodbine II Apartments LLP,WOODBINE II APARTMENTS LLP,1.0
,,,,,,1722,Firm,Developer,,INACTIVE - Whistler Development LLC,Whistler Development LLC,0.0
,,,,,,1723,Firm,Developer,,"INACTIVE - Talavera Development, LLC","Talavera Development, LLC",0.0
,,,,,,1724,Firm,Developer,,"INACTIVE - Tectonics, LLC","Tectonics, LLC",0.0
,,,,,,1725,Firm,Developer,,"INACTIVE - Monterey, LLC","Monterey, LLC",0.0
,,,,,,1726,Firm,Developer,,"INACTIVE - Fackelbarana, Inc.","Fackelbarana, Inc.",0.0
,,,,,,1727,Firm,Developer,,INACTIVE - Star 27 LLC,Star 27 LLC,0.0
,,,,,,1728,Firm,Developer,,"INACTIVE - Summit Hotel Properties, LLC","Summit Hotel Properties, LLC",0.0
,,,,,,1729,Firm,Developer,,"INACTIVE - C-7 Development, LLC","C-7 Development, LLC",0.0
,,,,,,1730,Firm,Developer,,INACTIVE - Interwest Development Corporation,Interwest Development Corporation,0.0
,,,,,,1731,Firm,Developer,,"Eagleson Development Company, LLC","EAGLESON DEVELOPMENT COMPANY, LLC",1.0
,,,,,,1732,Firm,Developer,,INACTIVE - Sundance Limited Company,Sundance Limited Company,0.0
,,,,,,1733,Firm,Developer,,"INACTIVE - Brownstone Development, LLC","Brownstone Development, LLC",0.0
,,,,,,1734,Firm,Developer,,"T & W Development, LLC","T & W DEVELOPMENT, LLC",1.0
,,,,,,1735,Firm,Developer,,"N M Enterprises, L.L.C.","N M ENTERPRISES, L.L.C.",1.0
,,,,,,1736,Firm,Developer,,ZZZZ Ventures LLC,ZZZZ VENTURES LLC,1.0
,,,,,,1737,Firm,Developer,,"INACTIVE - Fiveforks, LLC","Fiveforks, LLC",0.0
,,,,,,1738,Firm,Developer,,Landmark Properties LLC,LANDMARK PROPERTIES LLC,1.0
,,,,,,1744,Firm,Developer,,"Landsing Development Group, L.L.C.",LANDSING DEVELOPMENT GROUP L.L.C.,1.0
,,,,,,1745,Firm,Developer,,"INACTIVE - Aspen Grove Development, LLC","Aspen Grove Development, LLC",0.0
,,,,,,1746,Firm,Developer,,"Lochsa Falls, L.L.C.","LOCHSA FALLS, L.L.C.",1.0
,,,,,,1749,Firm,Developer,,Busterback Development LLC.,BUSTERBACK DEVELOPMENT LLC.,1.0
,,,,,,1751,Firm,Developer,,"Bentwood Associates, LLC","BENTWOOD ASSOCIATES, L.L.C.",1.0
,,,,,,1752,Firm,Developer,,"INACTIVE - Hampton Place, LLC","Hampton Place, LLC",0.0
,,,,,,1753,Firm,Developer,,"Lofts at Warm Springs, L.LC. (The)","LOFTS AT WARM SPRINGS, L.L.C. (THE)",1.0
,,,,,,1754,Firm,Developer,,"Packard Estates Development, LLC","PACKARD ESTATES DEVELOPMENT, LLC",1.0
,,,,,,1757,Firm,Developer,,INACTIVE - Bodo Garage LLC,Bodo Garage LLC,0.0
,,,,,,1758,Firm,Developer,,"Fairview Properties, LLC","FAIRVIEW PROPERTIES, LLC",1.0
,,,,,,1759,Firm,Developer,,"INACTIVE - JBConstruction, Inc.","JBConstruction, Inc.",0.0
,,,,,,1760,Firm,Developer,,"Daybreak Development, LLC","DAYBREAK DEVELOPMENT, LLC",1.0
,,,,,,1762,Firm,Developer,,"Silvertip, LLC","SILVERTIP, LLC",1.0
,,,,,,1763,Individual,"Builder, Developer",,Johnston Michael Roth,Johnston Michael Roth,1.0
,,,,,,1765,Individual,Developer,,Clarno Randall,Clarno Randall,1.0
,,,,,,1766,Firm,Developer,,Casa Bella Properties LLC,CASA BELLA PROPERTIES LLC,1.0
,,,,,,1768,Firm,Developer,,"Star Northwest, LLC","STAR NORTHWEST, LLC",1.0
,,,,,,1769,Firm,Developer,,"Rafanelli and Nahas, L.P.","RAFANELLI & NAHAS, L.P.",1.0
,,,,,,1771,Firm,Developer,,States Investments,STATES INVESTMENTS,1.0
,,,,,,1772,Firm,Developer,,"INACTIVE - Lyons Development, LLC","Lyons Development, LLC",0.0
,,,,,,1774,Firm,Developer,,"INACTIVE - Coppertree Development, L.L.C.","Coppertree Development, L.L.C.",0.0
,,,,,,1775,Firm,Developer,,"INACTIVE - Kevin A. Howell Construction, Inc.","Kevin A. Howell Construction, Inc.",0.0
,,,,,,1776,Firm,Developer,,"INACTIVE - Goldcreek Developers, LLC","Goldcreek Developers, LLC",0.0
,,,,,,1777,Firm,Developer,,"View Pointe Business Park, LLC","VIEW POINTE BUSINESS PARK, LLC",1.0
,,,,,,1778,Firm,Developer,,"INACTIVE - Veltex Building, LLC","Veltex Building, LLC",0.0
,,,,,,1779,Firm,Developer,,Troutner Business Park Development Corporation,TROUTNER BUSINESS PARK DEVELOPMENT CORPORATION,1.0
,,,,,,1780,Firm,Developer,,INACTIVE - Basalt Bluffs Development LLC,Basalt Bluffs Development LLC,0.0
,,,,,,1781,Firm,Developer,,"Saint Alphonsus Regional Medical Center, Inc.","SAINT ALPHONSUS REGIONAL MEDICAL CENTER, INC.",1.0
,,,,,,1782,Firm,Developer,,"Fairview Office Partners, L.L.C.","FAIRVIEW OFFICE PARTNERS, L.L.C.",1.0
,,,,,,1783,Firm,Developer,,"Cobre Basin Phase No. 4, L.L.C.","COBRE BASIN PHASE NO. 4, L.L.C.",1.0
,,,,,,1784,Firm,Developer,,INACTIVE - DBSI Inc.,DBSI Inc.,0.0
,,,,,,1785,Firm,Developer,,"Eagle Water Company, Inc.","EAGLE WATER COMPANY, INC.",1.0
,,,,,,1786,Firm,Developer,,"Buffalo Hump, LLC","BUFFALO HUMP, LLC",1.0
,,,,,,1788,Firm,Developer,,"INACTIVE - Gregory Land & Development, Inc.","Gregory Land & Development, Inc.",0.0
,,,,,,1789,Firm,Developer,,"Southwoods, LLC","SOUTHWOODS, LLC",1.0
,,,,,,1790,Firm,Developer,,"Olympic Investments, LLC","OLYMPIC INVESTMENTS, LLC",1.0
,,,,,,1791,Firm,Developer,,Confluence Management LLC,CONFLUENCE MANAGEMENT LLC,1.0
,,,,,,1794,Firm,Developer,,INACTIVE - Highplains Estates LLC,Highplains Estates LLC,0.0
,,,,,,1796,Firm,Developer,,"Hidden Island, LLC","HIDDEN ISLAND, LLC",1.0
,,,,,,1798,Firm,Developer,,"Venture 66, LLC","VENTURE 66, LLC",1.0
,,,,,,1799,Firm,Developer,,"INACTIVE - Newcastle Subdivision, L.L.C.","Newcastle Subdivision, L.L.C.",0.0
,,,,,,1800,Firm,Developer,,"Two Investments, L.L.C.","TWO INVESTMENTS, L.L.C.",1.0
,,,,,,1801,Firm,Developer,,"INACTIVE - J & G Development, Inc.","J & G Development, Inc.",0.0
,,,,,,1802,Firm,Developer,,INACTIVE - Hoke Partnership,Hoke Partnership,0.0
,,,,,,1803,Firm,Developer,,"INACTIVE - Walker Homes, Inc.","Walker Homes, Inc.",0.0
,,,,,,1804,Firm,Developer,,"Cutting Edge, L.C. (The)","CUTTING EDGE, L.C. (THE)",1.0
,,,,,,1805,Firm,Developer,,"Providence Development Group, LLC","PROVIDENCE DEVELOPMENT GROUP, LLC",1.0
,,,,,,1806,Firm,Developer,,"Moffat & Moffat Construction, Inc.","MOFFAT & MOFFAT CONSTRUCTION, INC.",1.0
,,,,,,1807,Firm,Developer,,Nunamaker Family Limited Partnership II,NFLP II LLLP,1.0
,,,,,,1808,Firm,Developer,,"Hubble Group, Inc.","HUBBLE GROUP, INC.",1.0
,,,,,,1809,Firm,Developer,,"Waterview Estate, LLC","WATERVIEW ESTATE, LLC",1.0
,,,,,,1810,Firm,Developer,,"Victory Properties, L.L.C.","VICTORY PROPERTIES, L.L.C.",1.0
,,,,,,1811,Firm,Developer,,"INACTIVE - JLJ Enterprises, Inc.","JLJ Enterprises, Inc.",0.0
,,,,,,1812,Firm,Developer,,Columbia Developments LLC,COLUMBIA DEVELOPMENTS LLC,1.0
,,,,,,1813,Firm,Developer,,"INACTIVE - Highlands Village I, LLC","Highlands Village I, LLC",0.0
,,,,,,1814,Firm,Developer,,"INACTIVE - Retail Development of North America, L.L.C.","Retail Development of North America, L.L.C.",0.0
,,,,,,1815,Firm,Developer,,"INACTIVE - GRS Construction, Inc.","GRS Construction, Inc.",0.0
,,,,,,1816,Firm,Builder,Builder/Developer,"M3 Custom Homes & Development, Inc.","M3 CUSTOM HOMES & DEVELOPMENT, INC.",1.0
,,,,,,1819,Firm,Developer,,"INACTIVE - MCT Development, LLC","MCT Development, LLC",0.0
,,,,,,1820,Firm,Developer,,"Nagy Springcreek, L.L.C.","NAGY SPRINGCREEK, L.L.C.",1.0
,,,,,,1821,Firm,Developer,,Denali Development Co.,DENALI DEVELOPMENT CO.,1.0
,,,,,,1822,Firm,Developer,,"Village Oak Development Co., LLC","VILLAGE OAK DEVELOPMENT CO., LLC",1.0
,,,,,,1823,Individual,Developer,,Freund Scott,Freund Scott,1.0
,,,,,,1824,Firm,Developer,,New Oaks LLC,NEW OAKS LLC,1.0
,,,,,,1825,Firm,Developer,,Charter Pointe Properties LLC,CHARTER POINTE PROPERTIES LLC,1.0
,,,,,,1828,Firm,Developer,,"Serrano Court Condominiums Owners Association, Inc.","SERRANO COURT OWNERS ASSOCIATION, INC.",1.0
